source,milestone,name,style,version,code,num_chars,num_lines,avg_line_length,max_line_length,num_scaled_comments,num_scaled_if,num_scaled_for,num_scaled_switch,num_scaled_digits,num_scaled_exceptions,num_scaled_empty_lines,num_scaled_whitespace,num_scaled_indents,num_scaled_prints,prop_spaces_around_assignments,used_boolean,used_List,used_Integer,used_Point,used_ArrayList,used_StringBuilder,num_files,num_scaled_method_declarations,num_scaled_declared_fields,num_scaled_local_variables,num_scaled_classes,num_scaled_field_references,num_scaled_method_invocations,num_scaled_imports,avg_name_length,max_name_length,avg_comment_length,max_comment_length,scaled_edit_distance,diff_num_chars,diff_num_lines,diff_avg_line_length,diff_max_line_length,diff_num_scaled_empty_lines,diff_num_scaled_whitespace,diff_num_scaled_indents
bard,m0,1,plain,,"package thkoeln.st.st2praktikum.exercise;

public class Exercise0 implements Moveable {

    private int x = 7;
    private int y = 7;
    private int width = 11;
    private int height = 8;
    private String[] barriers = {""(2,1)-(10,1)"", ""(2,1)-(2,6)"", ""(2,6)-(7,6)"", ""(10,1)-(10,8)""};

    @Override
    public String move(String moveCommandString) {
        String[] parts = moveCommandString.substring(1, moveCommandString.length() - 1).split("","");
        String direction = parts[0];
        int steps = Integer.parseInt(parts[1]);

        if (direction.equals(""no"")) {
            for (int i = 0; i < steps; i++) {
                if (y > 0 && !isBarrier(x, y - 1)) {
                    y--;
                } else {
                    break;
                }
            }
        } else if (direction.equals(""ea"")) {
            for (int i = 0; i < steps; i++) {
                if (x < width - 1 && !isBarrier(x + 1, y)) {
                    x++;
                } else {
                    break;
                }
            }
        } else if (direction.equals(""so"")) {
            for (int i = 0; i < steps; i++) {
                if (y < height - 1 && !isBarrier(x, y + 1)) {
                    y++;
                } else {
                    break;
                }
            }
        } else if (direction.equals(""we"")) {
            for (int i = 0; i < steps; i++) {
                if (x > 0 && !isBarrier(x - 1, y)) {
                    x--;
                } else {
                    break;
                }
            }
        }

        return ""("" + x + "","" + y + "")"";
    }

    private boolean isBarrier(int x, int y) {
        for (String barrier : barriers) {
            String[] parts = barrier.replace(""("", """").replace("")"", """").replace("","", """").split(""-"");
            int x1 = Integer.parseInt(parts[0].substring(1, parts[0].length()));
            int y1 = Integer.parseInt(parts[0].substring(parts[0].length() - 1));
            int x2 = Integer.parseInt(parts[1].substring(1, parts[1].length()));
            int y2 = Integer.parseInt(parts[1].substring(parts[1].length() - 1));
            if (x >= x1 && x <= x2 && y >= y1 && y <= y2) {
                return true;
            }
        }
        return false;
    }
}
package thkoeln.st.st2praktikum.exercise;

public interface Moveable {
    String move(String moveCommandString);
}
",2393,72,35.707692307692305,99,0.0,0.125,0.06944444444444445,0.0,0.875,0.0,0.09722222222222222,12.48611111111111,9.555555555555555,0.0,1.0,False,False,False,False,False,False,2,0.041666666666666664,0.06944444444444445,0.1111111111111111,0.013888888888888888,0.7083333333333334,0.3888888888888889,0.0,3.3333333333333335,8,0.0,0,4.791666666666667,343,1,5.292307692307691,4,0.013888888888888888,4.777777777777778,4.777777777777778
bard,m0,10,styled,,"package thkoeln.st.st2praktikum.exercise;

public class Exercise0 implements Moveable {

    private static final int START_X = 7;
    private static final int START_Y = 7;
    private static final int WIDTH = 11;
    private static final int HEIGHT = 8;
    private static final int[][] BARRIERS = {{2, 1}, {10, 1}, {2, 6}, {7, 6}, {10, 8}};

    private int x = START_X;
    private int y = START_Y;

    public Exercise0() {
        // Nothing here
    }

    @Override
    public String move(String moveCommandString) {
        // Parse the command string
        String[] tokens = moveCommandString.substring(1, moveCommandString.length() - 1).split("","");
        String direction = tokens[0];
        int steps = Integer.parseInt(tokens[1]);

        // Move the device
        switch (direction) {
            case ""no"":
                for (int i = 0; i < steps; i++) {
                    if (y - 1 < 0 || isBarrier(x, y - 1)) {
                        break;
                    }
                    y--;
                }
                if (y < 0) {
                    y = 0;
                }
                break;
            case ""ea"":
                for (int i = 0; i < steps; i++) {
                    if (x + 1 >= WIDTH || isBarrier(x + 1, y)) {
                        break;
                    }
                    x++;
                }
                break;
            case ""so"":
                for (int i = 0; i < steps; i++) {
                    if (y + 1 >= HEIGHT || isBarrier(x, y + 1)) {
                        break;
                    }
                    y++;
                }
                break;
            case ""we"":
                for (int i = 0; i < steps; i++) {
                    if (x - 1 < 0 || isBarrier(x - 1, y)) {
                        break;
                    }
                    x--;
                }
                break;
        }

        // Return the new location of the device
        return ""("" + x + "","" + y + "")"";
    }

    private boolean isBarrier(int x, int y) {
        for (int[] barrier : BARRIERS) {
            if (barrier[0] == x && barrier[1] == y) {
                return true;
            }
        }
        return false;
    }
}
package thkoeln.st.st2praktikum.exercise;

public interface Moveable {
    String move(String moveCommandString);
}
",2345,81,31.444444444444443,100,0.04938271604938271,0.07407407407407407,0.06172839506172839,0.012345679012345678,0.5308641975308642,0.0,0.1111111111111111,12.925925925925926,10.271604938271604,0.0,1.0,False,False,False,False,False,False,2,0.037037037037037035,0.08641975308641975,0.037037037037037035,0.012345679012345678,0.5432098765432098,0.09876543209876543,0.0,5.25,9,22.0,37,5.148148148148148,415,1,5.777777777777775,4,0.012345679012345678,5.135802469135802,5.135802469135802
bard,m0,11,styled,,"package thkoeln.st.st2praktikum.exercise;

public class Exercise0 implements Moveable{
    private static final int WIDTH = 11;
    private static final int HEIGHT = 8;
    private static final int START_X = 7;
    private static final int START_Y = 7;
    private static final int[] BARRIERS_X = {2, 10};
    private static final int[] BARRIERS_Y = {1, 6, 7};

    private int x;
    private int y;

    public Exercise0(){
        this.x=START_X;
        this.y=START_Y;
    }

    @Override
    public String move(String moveCommandString){
        String[] parts = moveCommandString.substring(1, moveCommandString.length()-1).split("","");
        String direction = parts[0];
        int steps = Integer.parseInt(parts[1]);

        for(int i=0; i<steps; i++){
            switch(direction){
                case ""no"":
                    if(y-1<0 || isBarrier(x, y-1)){
                        break;
                    }
                    y--;
                    break;
                case ""ea"":
                    if(x+1>=WIDTH || isBarrier(x+1, y)){
                        break;
                    }
                    x++;
                    break;
                case ""so"":
                    if(y+1>=HEIGHT || isBarrier(x, y+1)){
                        break;
                    }
                    y++;
                    break;
                case ""we"":
                    if(x-1<0 || isBarrier(x-1, y)){
                        break;
                    }
                    x--;
                    break;
            }
        }

        return ""(""+x+"",""+y+"")"";
    }

    private boolean isBarrier(int x, int y){
        for(int i=0; i<BARRIERS_X.length; i++){
            if(x==BARRIERS_X[i]){
                if(y<=BARRIERS_Y[i] || y>=BARRIERS_Y[i+1]){
                    return true;
                }
            }
        }
        return false;
    }
}
package thkoeln.st.st2praktikum.exercise;

public interface Moveable {
    String move(String moveCommandString);
}
",2014,72,30.34375,97,0.0,0.08333333333333333,0.027777777777777776,0.013888888888888888,0.4444444444444444,0.0,0.1111111111111111,11.555555555555555,10.166666666666666,0.0,0.6923076923076923,False,False,False,False,False,False,2,0.041666666666666664,0.1111111111111111,0.041666666666666664,0.013888888888888888,0.5833333333333334,0.1111111111111111,0.0,5.615384615384615,10,0.0,0,6.041666666666667,289,1,4.53125,2,0.013888888888888888,4.027777777777778,5.083333333333333
bard,m0,12,styled,,"package thkoeln.st.st2praktikum.exercise;

public class Exercise0 implements Moveable {
    private static final int W = 11;
    private static final int H = 8;
    private static final int Sx = 7;
    private static final int Sy = 7;
    private static final int[][] B = {{2, 1, 10, 1}, {2, 1, 2, 6}, {2, 6, 7, 6}, {10, 1, 10, 8}};
    private int x = Sx;
    private int y = Sy;
    public Exercise0() {}
    @Override
    public String move(String moveCommandString) {
        String[] tokens = moveCommandString.substring(1, moveCommandString.length() - 1).split("","");
        String d = tokens[0];
        int s = Integer.parseInt(tokens[1]);
        if (d.equals(""no"")) {
            for (int i = 0; i < s; i++) {
                if (y - 1 < 0 || isBarrier(x, y - 1)) {
                    break;
                }
                y--;
            }
        } else if (d.equals(""ea"")) {
            for (int i = 0; i < s; i++) {
                if (x + 1 >= W || isBarrier(x + 1, y)) {
                    break;
                }
                x++;
            }
        } else if (d.equals(""so"")) {
            for (int i = 0; i < s; i++) {
                if (y + 1 >= H || isBarrier(x, y + 1)) {
                    break;
                }
                y++;
            }
        } else if (d.equals(""we"")) {
            for (int i = 0; i < s; i++) {
                if (x - 1 < 0 || isBarrier(x - 1, y)) {
                    break;
                }
                x--;
            }
        }
        return ""("" + x + "","" + y + "")"";
    }
    private boolean isBarrier(int x, int y) {
        for (int[] barrier : B) {
            if (x >= barrier[0] && x <= barrier[2] && y >= barrier[1] && y <= barrier[3]) {
                return true;
            }
        }
        return false;
    }
}
package thkoeln.st.st2praktikum.exercise;

public interface Moveable {
    String move(String moveCommandString);
}
",1930,61,31.677966101694917,100,0.0,0.14754098360655737,0.08196721311475409,0.0,0.819672131147541,0.0,0.03278688524590164,12.704918032786885,9.180327868852459,0.0,1.0,False,False,False,False,False,False,2,0.04918032786885246,0.11475409836065574,0.04918032786885246,0.01639344262295082,0.7377049180327869,0.19672131147540983,0.0,2.1818181818181817,7,0.0,0,4.60655737704918,276,4,4.745762711864408,4,0.06557377049180328,4.590163934426229,4.590163934426229
bard,m0,13,cc,,"package thkoeln.st.st2praktikum.exercise;

import java.util.Arrays;

public class Exercise0 implements Moveable {

    private static final int SPACE_WIDTH = 11;
    private static final int SPACE_HEIGHT = 8;
    private static final int START_X = 7;
    private static final int START_Y = 7;
    private static final int[][] BARRIERS = {{2, 1, 10, 1}, {2, 1, 2, 6}, {2, 6, 7, 6}, {10, 1, 10, 8}};

    private int x;
    private int y;

    public Exercise0() {
        this.x = START_X;
        this.y = START_Y;
    }

    @Override
    public String move(String moveCommandString) {
        // Parse the move command string.
        String[] parts = moveCommandString.substring(1, moveCommandString.length() - 1).split("","");
        String direction = parts[0];
        int steps = Integer.parseInt(parts[1]);

        // Check if the direction is valid.
        if (!isValidDirection(direction)) {
            throw new IllegalArgumentException(""Invalid direction: "" + direction);
        }

        // Check if the steps are valid.
        if (steps < 1) {
            throw new IllegalArgumentException(""Invalid steps: "" + steps);
        }

        // Move the cleaning device.
        for (int i = 0; i < steps; i++) {
            // Check if the cleaning device will hit a barrier.
            if (isBarrier(x, y + (direction.equals(""no"") ? -1 : direction.equals(""so"") ? 1 : 0))) {
                break;
            }

            // Move the cleaning device.
            if (direction.equals(""no"")) {
                y--;
            } else if (direction.equals(""ea"")) {
                x++;
            } else if (direction.equals(""so"")) {
                y++;
            } else if (direction.equals(""we"")) {
                x--;
            }
        }

        // Return the new coordinates of the cleaning device.
        return ""("" + x + "", "" + y + "")"";
    }

    // Check if the given direction is valid.
    private boolean isValidDirection(String direction) {
        return Arrays.asList(""no"", ""ea"", ""so"", ""we"").contains(direction);
    }

    // Check if the given coordinates are within the bounds of the space.
    private boolean isWithinBounds(int x, int y) {
        return 0 <= x && x < SPACE_WIDTH && 0 <= y && y < SPACE_HEIGHT;
    }

    // Check if the given coordinates are within a barrier.
    private boolean isBarrier(int x, int y) {
        for (int[] barrier : BARRIERS) {
            if (isWithinBounds(x, y) && x >= barrier[0] && x <= barrier[2] && y >= barrier[1] && y <= barrier[3]) {
                return true;
            }
        }
        return false;
    }
}
package thkoeln.st.st2praktikum.exercise;

public interface Moveable {
    String move(String moveCommandString);
}
",2729,85,37.77142857142857,115,0.11764705882352941,0.16470588235294117,0.023529411764705882,0.0,0.5058823529411764,0.023529411764705882,0.17647058823529413,9.352941176470589,6.070588235294117,0.0,1.0,False,False,False,False,False,False,2,0.058823529411764705,0.08235294117647059,0.03529411764705882,0.011764705882352941,0.4588235294117647,0.17647058823529413,0.011764705882352941,6.166666666666667,12,39.5,66,3.611764705882353,209,7,5.824060150375942,20,0.011764705882352941,2.541176470588235,2.4941176470588236
bard,m0,14,cc,,"package thkoeln.st.st2praktikum.exercise;

public class Exercise0 implements Moveable {

    private static final int WIDTH = 11;
    private static final int HEIGHT = 8;
    private static final int START_X = 7;
    private static final int START_Y = 7;

    private static final int[][] BARRIERS = {
            {2, 1, 10, 1},
            {2, 1, 2, 6},
            {2, 6, 7, 6},
            {10, 1, 10, 8}
    };

    private int x;
    private int y;

    public Exercise0() {
        this.x = START_X;
        this.y = START_Y;
    }

    @Override
    public String move(String moveCommandString) {
        // Parse the move command string.
        String[] tokens = moveCommandString.substring(1, moveCommandString.length() - 1).split("","");
        String direction = tokens[0];
        int steps = Integer.parseInt(tokens[1]);

        // Check if the direction is valid.
        if (!isValidDirection(direction)) {
            throw new IllegalArgumentException(""Invalid direction: "" + direction);
        }

        // Move the cleaning device in the specified direction.
        for (int i = 0; i < steps; i++) {
            if (!moveInDirection(direction)) {
                break;
            }
        }

        // Return the new coordinates of the cleaning device.
        return ""("" + x + "","" + y + "")"";
    }

    private boolean moveInDirection(String direction) {
        switch (direction) {
            case ""no"":
                if (isBarrier(x, y - 1)) {
                    return false;
                }
                y--;
                break;
            case ""ea"":
                if (isBarrier(x + 1, y)) {
                    return false;
                }
                x++;
                break;
            case ""so"":
                if (isBarrier(x, y + 1)) {
                    return false;
                }
                y++;
                break;
            case ""we"":
                if (isBarrier(x - 1, y)) {
                    return false;
                }
                x--;
                break;
            default:
                return false;
        }

        return true;
    }

    private boolean isValidDirection(String direction) {
        return direction.equals(""no"") || direction.equals(""ea"") || direction.equals(""so"") || direction.equals(""we"");
    }

    private boolean isBarrier(int x, int y) {
        for (int[] barrier : BARRIERS) {
            if (x >= barrier[0] && x <= barrier[2] && y >= barrier[1] && y <= barrier[3]) {
                return true;
            }
        }

        return false;
    }
}
package thkoeln.st.st2praktikum.exercise;

public interface Moveable {
    String move(String moveCommandString);
}
",2710,99,31.083333333333332,116,0.04040404040404041,0.09090909090909091,0.020202020202020204,0.010101010101010102,0.41414141414141414,0.010101010101010102,0.15151515151515152,10.212121212121213,8.080808080808081,0.0,1.0,False,False,False,False,False,False,2,0.050505050505050504,0.0707070707070707,0.030303030303030304,0.010101010101010102,0.36363636363636365,0.1414141414141414,0.0,5.2,9,41.0,52,4.373737373737374,383,4,5.5201149425287355,20,0.010101010101010102,3.909090909090909,3.878787878787879
bard,m0,15,cc,,"package thkoeln.st.st2praktikum.exercise;

public class Exercise0 implements Moveable {

    private static final String INVALID_DIRECTION_MESSAGE = ""Invalid direction: "";
    private static final String INVALID_STEPS_MESSAGE = ""Invalid number of steps: "";

    private int x = 7;
    private int y = 7;
    private int width = 11;
    private int height = 8;
    private String[] barriers = {""(2,1)-(10,1)"", ""(2,1)-(2,6)"", ""(2,6)-(7,6)"", ""(10,1)-(10,8)""};

    public String move(String moveCommandString) {
        // Check if the command string is valid.
        if (!moveCommandString.startsWith(""["") || !moveCommandString.endsWith(""]"")) {
            throw new IllegalArgumentException(""Invalid move command string: "" + moveCommandString);
        }

        // Parse the command string into its components.
        String[] parts = moveCommandString.substring(1, moveCommandString.length() - 1).split("","");
        String direction = parts[0];
        int steps = Integer.parseInt(parts[1]);

        // Check if the direction is valid.
        if (!isValidDirection(direction)) {
            throw new IllegalArgumentException(INVALID_DIRECTION_MESSAGE + direction);
        }

        // Check if the number of steps is valid.
        if (steps < 1) {
            throw new IllegalArgumentException(INVALID_STEPS_MESSAGE + steps);
        }

        // Move the cleaning device.
        for (int i = 0; i < steps; i++) {
            switch (direction) {
                case ""no"":
                    y--;
                    break;
                case ""ea"":
                    x++;
                    break;
                case ""so"":
                    y++;
                    break;
                case ""we"":
                    x--;
                    break;
                default:
                    throw new IllegalStateException(""Unknown direction: "" + direction);
            }

            // Check if the cleaning device has hit a barrier.
            if (isBarrier(x, y)) {
                break;
            }
        }

        // Return the new coordinates of the cleaning device.
        return ""("" + x + "","" + y + "")"";
    }

    private boolean isValidDirection(String direction) {
        return direction.equals(""no"") || direction.equals(""ea"") || direction.equals(""so"") || direction.equals(""we"");
    }

    private boolean isBarrier(int x, int y) {
        for (String barrier : barriers) {
            String[] coords = barrier.split(""-"");
            int x1 = Integer.parseInt(coords[0].substring(1, coords[0].length() - 1));
            int y1 = Integer.parseInt(coords[1].substring(1, coords[1].length() - 1));
            int x2 = Integer.parseInt(coords[2].substring(1, coords[2].length() - 1));
            int y2 = Integer.parseInt(coords[3].substring(1, coords[3].length() - 1));

            if (x >= x1 && x <= x2 && y >= y1 && y <= y2) {
                return true;
            }
        }

        return false;
    }
}
package thkoeln.st.st2praktikum.exercise;

public interface Moveable {
    String move(String moveCommandString);
}
",3089,88,41.10958904109589,116,0.07954545454545454,0.10227272727272728,0.022727272727272728,0.011363636363636364,0.6477272727272727,0.045454545454545456,0.17045454545454544,10.772727272727273,8.0,0.0,1.0,False,False,False,False,False,False,2,0.045454545454545456,0.07954545454545454,0.09090909090909091,0.011363636363636364,0.4431818181818182,0.2840909090909091,0.0,7.133333333333334,25,39.142857142857146,50,4.284090909090909,327,4,5.97801009372747,21,0.011363636363636364,3.7613636363636362,3.727272727272727
bard,m0,16,cc,,"package thkoeln.st.st2praktikum.exercise;

import java.util.Arrays;
import java.util.List;

public class Exercise0 implements Moveable {

    private static final String DIRECTION_NO = ""no"";
    private static final String DIRECTION_EA = ""ea"";
    private static final String DIRECTION_SO = ""so"";
    private static final String DIRECTION_WE = ""we"";

    private int x = 7;
    private int y = 7;
    private int width = 11;
    private int height = 8;
    private List<Barrier> barriers = Arrays.asList(
            new Barrier(2, 1, 10, 1),
            new Barrier(2, 1, 2, 6),
            new Barrier(2, 6, 7, 6),
            new Barrier(10, 1, 10, 8)
    );

    public String move(String moveCommandString) {
        String[] parts = moveCommandString.substring(1, moveCommandString.length() - 1).split("","");
        String direction = parts[0];
        int steps = Integer.parseInt(parts[1]);

        try {
            switch (direction) {
                case DIRECTION_NO:
                    for (int i = 0; i < steps; i++) {
                        if (y - 1 < 0 || isBarrier(x, y - 1)) {
                            break;
                        }
                        y--;
                    }
                    break;
                case DIRECTION_EA:
                    for (int i = 0; i < steps; i++) {
                        if (x + 1 >= width || isBarrier(x + 1, y)) {
                            break;
                        }
                        x++;
                    }
                    break;
                case DIRECTION_SO:
                    for (int i = 0; i < steps; i++) {
                        if (y + 1 >= height || isBarrier(x, y + 1)) {
                            break;
                        }
                        y++;
                    }
                    break;
                case DIRECTION_WE:
                    for (int i = 0; i < steps; i++) {
                        if (x - 1 < 0 || isBarrier(x - 1, y)) {
                            break;
                        }
                        x--;
                    }
                    break;
            }
        } catch (Exception e) {
            throw new IllegalArgumentException(""Invalid move command"", e);
        }

        return ""("" + x + "","" + y + "")"";
    }

    private boolean isBarrier(int x, int y) {
        for (Barrier barrier : barriers) {
            if (barrier.contains(x, y)) {
                return true;
            }
        }
        return false;
    }

    private static class Barrier {
        private int x1;
        private int y1;
        private int x2;
        private int y2;

        public Barrier(int x1, int y1, int x2, int y2) {
            this.x1 = x1;
            this.y1 = y1;
            this.x2 = x2;
            this.y2 = y2;
        }

        public boolean contains(int x, int y) {
            return x >= x1 && x <= x2 && y >= y1 && y <= y2;
        }
    }
}
package thkoeln.st.st2praktikum.exercise;

public interface Moveable {
    String move(String moveCommandString);
}
",3065,102,32.922222222222224,99,0.0,0.049019607843137254,0.049019607843137254,0.00980392156862745,0.6372549019607843,0.00980392156862745,0.11764705882352941,13.343137254901961,10.784313725490197,0.0,1.0,False,True,False,False,False,False,2,0.0392156862745098,0.12745098039215685,0.029411764705882353,0.0196078431372549,0.5392156862745098,0.09803921568627451,0.0196078431372549,3.5714285714285716,9,0.0,0,5.333333333333333,530,1,5.900000000000002,4,0.00980392156862745,5.205882352941177,5.196078431372549
bard,m0,17,plain,,"package thkoeln.st.st2praktikum.exercise;

import java.util.ArrayList;
import java.util.List;

public class Exercise0 implements Moveable {

    private static final int ROWS = 8;
    private static final int COLUMNS = 11;

    private static final List<List<Boolean>> BARRIERS = new ArrayList<>();
    static {
        for (int i = 0; i < ROWS; i++) {
            List<Boolean> row = new ArrayList<>();
            for (int j = 0; j < COLUMNS; j++) {
                row.add(false);
            }
            BARRIERS.add(row);
        }
        BARRIERS.get(1).set(0, true);
        BARRIERS.get(1).set(1, true);
        BARRIERS.get(1).set(2, true);
        BARRIERS.get(1).set(3, true);
        BARRIERS.get(1).set(4, true);
        BARRIERS.get(1).set(5, true);
        BARRIERS.get(1).set(6, true);
        BARRIERS.get(1).set(7, true);
        BARRIERS.get(1).set(8, true);
        BARRIERS.get(2).set(0, true);
        BARRIERS.get(2).set(6, true);
        BARRIERS.get(7).set(0, true);
        BARRIERS.get(7).set(8, true);
    }

    private int x;
    private int y;

    public Exercise0() {
        this.x = 7;
        this.y = 7;
    }

    @Override
    public String move(String moveCommandString) {
        String[] commandParts = moveCommandString.substring(1, moveCommandString.length() - 1).split("","");
        String direction = commandParts[0];
        int steps = Integer.parseInt(commandParts[1]);

        int newX = x;
        int newY = y;
        switch (direction) {
            case ""no"":
                newY -= steps;
                break;
            case ""ea"":
                newX += steps;
                break;
            case ""so"":
                newY += steps;
                break;
            case ""we"":
                newX -= steps;
                break;
        }

        while (newX < 0 || newX >= COLUMNS || newY < 0 || newY >= ROWS || BARRIERS.get(newY).get(newX)) {
            steps--;
            if (steps == 0) {
                break;
            }
            if (direction == ""no"") {
                newY++;
            } else if (direction == ""ea"") {
                newX++;
            } else if (direction == ""so"") {
                newY--;
            } else if (direction == ""we"") {
                newX--;
            }
        }

        if (steps > 0) {
            x = newX;
            y = newY;
        }

        return String.format(""(%d,%d)"", x, y);
    }
}
package thkoeln.st.st2praktikum.exercise;

public interface Moveable {
    String move(String moveCommandString);
}
",2550,94,29.951219512195124,106,0.0,0.06382978723404255,0.031914893617021274,0.010638297872340425,0.4787234042553192,0.0,0.1276595744680851,9.51063829787234,7.702127659574468,0.0,1.0,False,True,False,False,False,False,2,0.02127659574468085,0.05319148936170213,0.06382978723404255,0.010638297872340425,0.5,0.3723404255319149,0.02127659574468085,4.333333333333333,12,0.0,0,4.287234042553192,320,7,5.47995514437903,24,0.02127659574468085,3.478723404255319,3.425531914893617
bard,m0,2,plain,,"package thkoeln.st.st2praktikum.exercise;

public class Exercise0 implements Moveable {

    private int x = 7;
    private int y = 7;
    private int width = 11;
    private int height = 8;
    private int[][] barriers = {{2, 1, 10, 1}, {2, 1, 2, 6}, {2, 6, 7, 6}, {10, 1, 10, 8}};

    @Override
    public String move(String moveCommandString) {
        String[] parts = moveCommandString.substring(1, moveCommandString.length() - 1).split("","");
        String direction = parts[0];
        int steps = Integer.parseInt(parts[1]);

        if (direction.equals(""no"")) {
            for (int i = 0; i < steps; i++) {
                if (y - 1 < 0 || isBarrier(x, y - 1)) {
                    break;
                }
                y--;
            }
        } else if (direction.equals(""ea"")) {
            for (int i = 0; i < steps; i++) {
                if (x + 1 >= width || isBarrier(x + 1, y)) {
                    break;
                }
                x++;
            }
        } else if (direction.equals(""so"")) {
            for (int i = 0; i < steps; i++) {
                if (y + 1 >= height || isBarrier(x, y + 1)) {
                    break;
                }
                y++;
            }
        } else if (direction.equals(""we"")) {
            for (int i = 0; i < steps; i++) {
                if (x - 1 < 0 || isBarrier(x - 1, y)) {
                    break;
                }
                x--;
            }
        }

        return ""("" + x + "","" + y + "")"";
    }

    private boolean isBarrier(int x, int y) {
        for (int[] barrier : barriers) {
            if (x >= barrier[0] && x <= barrier[2] && y >= barrier[1] && y <= barrier[3]) {
                return true;
            }
        }

        // Check if the next position would be inside a barrier.
        int nextX = x + (direction.equals(""ea"") ? 1 : (direction.equals(""we"") ? -1 : 0));
        int nextY = y + (direction.equals(""no"") ? -1 : (direction.equals(""so"") ? 1 : 0));
        if (nextX >= 0 && nextX < width && nextY >= 0 && nextY < height) {
            for (int[] barrier : barriers) {
                if (nextX >= barrier[0] && nextX <= barrier[2] && nextY >= barrier[1] && nextY <= barrier[3]) {
                    return true;
                }
            }
        }

        return false;
    }
}
package thkoeln.st.st2praktikum.exercise;

public interface Moveable {
    String move(String moveCommandString);
}
",2437,75,35.78787878787879,111,0.013333333333333334,0.16,0.08,0.0,0.8133333333333334,0.0,0.12,12.44,8.853333333333333,0.0,1.0,False,False,False,False,False,False,2,0.04,0.06666666666666667,0.06666666666666667,0.013333333333333334,0.8,0.21333333333333335,0.0,4.454545454545454,8,53.0,53,4.92,295,4,5.889328063241109,16,0.013333333333333334,3.986666666666667,3.9466666666666668
